timestamp,machine_id,line,machine_family,temperature_c,vibration_mm_s,pressure_bar,current_amp,rul_days,anomaly_score
2026-01-21T08:00:00Z,MD-04,Line-D,Assembly,76.04,1.9,8.51,130.39,18.8,46.9
2026-01-21T09:00:00Z,MA-01,Line-A,Press,63.43,4.3,9.86,99.79,57.8,44.6
2026-01-21T09:00:00Z,MA-02,Line-A,Press,69.1,3.6,7.38,137.84,13.1,42.3
2026-01-21T09:00:00Z,MA-03,Line-A,Press,68.92,2.21,10.03,135.3,30.8,22.0
2026-01-21T09:00:00Z,MA-04,Line-A,Press,68.86,2.17,8.96,134.91,33.2,33.3
2026-01-21T09:00:00Z,MB-01,Line-B,CNC,67.06,2.93,9.47,126.67,33.9,50.0
2026-01-21T09:00:00Z,MB-02,Line-B,CNC,73.49,4.68,9.65,98.77,28.6,48.4
2026-01-21T09:00:00Z,MB-03,Line-B,CNC,79.54,6.11,7.72,124.1,15.7,27.3
2026-01-21T09:00:00Z,MB-04,Line-B,CNC,70.68,1.72,7.9,87.92,28.7,41.6
2026-01-21T09:00:00Z,MC-01,Line-C,HeatTreat,77.06,3.93,8.29,132.42,22.3,39.6
2026-01-21T09:00:00Z,MC-02,Line-C,HeatTreat,75.81,4.44,7.78,109.8,24.8,51.9
2026-01-21T09:00:00Z,MC-03,Line-C,HeatTreat,67.47,6.7,7.61,96.25,37.8,42.8
2026-01-21T09:00:00Z,MC-04,Line-C,HeatTreat,74.89,3.87,8.94,127.45,25.6,28.8
2026-01-21T09:00:00Z,MD-01,Line-D,Assembly,67.22,7.24,7.3,128.6,17.9,46.1
2026-01-21T09:00:00Z,MD-02,Line-D,Assembly,69.02,3.18,9.15,131.07,16.9,50.4
2026-01-21T09:00:00Z,MD-03,Line-D,Assembly,72.88,3.94,8.56,145.57,23.7,40.9
2026-01-21T09:00:00Z,MD-04,Line-D,Assembly,70.89,3.1,9.46,124.31,9.5,55.0
2026-01-21T10:00:00Z,MA-01,Line-A,Press,60.44,4.86,7.15,113.68,41.4,16.8
2026-01-21T10:00:00Z,MA-02,Line-A,Press,70.05,3.05,7.56,106.03,22.7,21.3
2026-01-21T10:00:00Z,MA-03,Line-A,Press,64.39,4.33,10.16,102.13,35.6,68.0
2026-01-21T10:00:00Z,MA-04,Line-A,Press,67.15,3.85,7.73,120.28,18.9,65.2
2026-01-21T10:00:00Z,MB-01,Line-B,CNC,73.44,5.89,8.3,108.93,20.9,44.4
2026-01-21T10:00:00Z,MB-02,Line-B,CNC,67.83,6.08,9.0,111.22,16.4,32.5
2026-01-21T10:00:00Z,MB-03,Line-B,CNC,71.65,3.11,8.0,135.94,33.9,66.6
2026-01-21T10:00:00Z,MB-04,Line-B,CNC,62.07,4.3,5.63,146.77,32.1,28.1
2026-01-21T10:00:00Z,MC-01,Line-C,HeatTreat,70.13,3.66,8.01,104.32,9.8,58.4
2026-01-21T10:00:00Z,MC-02,Line-C,HeatTreat,73.33,3.7,7.67,114.18,18.0,57.3
2026-01-21T10:00:00Z,MC-03,Line-C,HeatTreat,66.67,5.3,8.07,103.76,28.6,55.2
2026-01-21T10:00:00Z,MC-04,Line-C,HeatTreat,77.32,4.59,8.64,87.7,19.5,27.5
2026-01-21T10:00:00Z,MD-01,Line-D,Assembly,72.49,4.91,8.48,117.93,33.0,59.1
2026-01-21T10:00:00Z,MD-02,Line-D,Assembly,68.66,4.21,8.67,123.16,15.4,81.0
2026-01-21T10:00:00Z,MD-03,Line-D,Assembly,80.86,3.11,8.54,118.62,12.6,51.3
2026-01-21T10:00:00Z,MD-04,Line-D,Assembly,72.14,1.4,7.73,133.52,34.9,30.0
2026-01-21T11:00:00Z,MA-01,Line-A,Press,60.05,2.65,7.56,72.13,22.5,33.9
2026-01-21T11:00:00Z,MA-02,Line-A,Press,59.86,2.83,10.79,84.72,34.8,39.3
2026-01-21T11:00:00Z,MA-03,Line-A,Press,73.26,2.47,8.97,122.27,34.6,32.5
2026-01-21T11:00:00Z,MA-04,Line-A,Press,76.37,2.58,6.77,99.53,50.3,62.5
2026-01-21T11:00:00Z,MB-01,Line-B,CNC,63.43,2.4,7.92,128.81,29.4,45.4
2026-01-21T11:00:00Z,MB-02,Line-B,CNC,66.49,2.89,8.25,137.22,46.4,22.4
2026-01-21T11:00:00Z,MB-03,Line-B,CNC,71.18,2.25,7.73,114.12,25.6,53.6
2026-01-21T11:00:00Z,MB-04,Line-B,CNC,70.9,6.77,8.84,105.89,19.5,59.4
2026-01-21T11:00:00Z,MC-01,Line-C,HeatTreat,77.12,2.55,8.38,115.57,38.9,28.5
2026-01-21T11:00:00Z,MC-02,Line-C,HeatTreat,73.44,2.99,10.51,134.96,33.8,56.1
2026-01-21T11:00:00Z,MC-03,Line-C,HeatTreat,75.05,4.39,9.17,112.07,18.4,27.3
2026-01-21T11:00:00Z,MC-04,Line-C,HeatTreat,76.36,1.73,7.61,103.67,37.4,36.1
2026-01-21T11:00:00Z,MD-01,Line-D,Assembly,67.47,5.52,7.12,105.71,9.6,26.2
2026-01-21T11:00:00Z,MD-02,Line-D,Assembly,70.61,4.58,6.52,101.27,21.6,45.2
2026-01-21T11:00:00Z,MD-03,Line-D,Assembly,73.1,4.64,9.45,139.99,46.1,60.4
2026-01-21T11:00:00Z,MD-04,Line-D,Assembly,71.6,2.01,7.93,119.61,25.2,29.4
2026-01-21T12:00:00Z,MA-01,Line-A,Press,71.94,6.81,7.54,145.48,44.6,60.4
2026-01-21T12:00:00Z,MA-02,Line-A,Press,61.53,5.6,10.37,115.65,39.2,62.9
2026-01-21T12:00:00Z,MA-03,Line-A,Press,69.06,3.09,7.9,113.64,12.8,46.9
2026-01-21T12:00:00Z,MA-04,Line-A,Press,66.98,2.95,8.92,113.2,33.4,40.0
2026-01-21T12:00:00Z,MB-01,Line-B,CNC,64.21,1.69,7.31,123.49,16.4,12.5
2026-01-21T12:00:00Z,MB-02,Line-B,CNC,70.12,3.14,7.27,147.84,22.3,63.1
2026-01-21T12:00:00Z,MB-03,Line-B,CNC,65.83,4.94,9.33,94.01,58.8,49.9
2026-01-21T12:00:00Z,MB-04,Line-B,CNC,74.72,2.0,7.38,154.06,10.3,34.1
2026-01-21T12:00:00Z,MC-01,Line-C,HeatTreat,88.23,5.39,8.14,130.32,19.8,99.8
2026-01-21T12:00:00Z,MC-02,Line-C,HeatTreat,69.56,3.56,7.02,107.62,35.0,46.7
2026-01-21T12:00:00Z,MC-03,Line-C,HeatTreat,70.29,5.4,9.51,126.02,25.0,47.2
2026-01-21T12:00:00Z,MC-04,Line-C,HeatTreat,75.72,5.78,7.7,147.87,4.1,58.4
2026-01-21T12:00:00Z,MD-01,Line-D,Assembly,71.03,4.64,8.33,128.34,21.3,50.6
2026-01-21T12:00:00Z,MD-02,Line-D,Assembly,70.07,1.43,8.89,141.89,29.4,56.9
2026-01-21T12:00:00Z,MD-03,Line-D,Assembly,71.62,3.19,6.99,122.44,37.7,49.9
2026-01-21T12:00:00Z,MD-04,Line-D,Assembly,61.98,3.43,9.31,116.81,28.0,42.2
2026-01-21T13:00:00Z,MA-01,Line-A,Press,63.56,3.02,8.13,96.06,20.8,29.2
2026-01-21T13:00:00Z,MA-02,Line-A,Press,74.04,3.84,8.64,98.94,11.2,56.3
2026-01-21T13:00:00Z,MA-03,Line-A,Press,72.72,5.29,10.41,98.49,14.0,72.9
2026-01-21T13:00:00Z,MA-04,Line-A,Press,75.24,3.96,8.88,152.59,10.8,11.3
2026-01-21T13:00:00Z,MB-01,Line-B,CNC,90.78,7.45,9.33,91.77,26.2,75.1
2026-01-21T13:00:00Z,MB-02,Line-B,CNC,71.45,3.76,8.81,139.7,34.8,47.7
2026-01-21T13:00:00Z,MB-03,Line-B,CNC,67.57,2.83,7.87,104.67,26.1,42.7
2026-01-21T13:00:00Z,MB-04,Line-B,CNC,67.28,4.67,9.42,98.16,17.9,69.6
2026-01-21T13:00:00Z,MC-01,Line-C,HeatTreat,73.46,3.83,10.45,141.19,15.2,53.2
2026-01-21T13:00:00Z,MC-02,Line-C,HeatTreat,65.88,5.81,7.65,76.11,20.2,21.3
2026-01-21T13:00:00Z,MC-03,Line-C,HeatTreat,76.2,4.44,6.48,141.81,26.0,26.3
2026-01-21T13:00:00Z,MC-04,Line-C,HeatTreat,91.24,8.26,7.29,108.07,25.8,66.3
2026-01-21T13:00:00Z,MD-01,Line-D,Assembly,73.71,2.97,8.82,133.18,21.3,49.9
2026-01-21T13:00:00Z,MD-02,Line-D,Assembly,64.55,7.86,9.59,146.62,21.1,52.9
2026-01-21T13:00:00Z,MD-03,Line-D,Assembly,74.33,1.67,10.3,125.42,16.8,74.2
2026-01-21T13:00:00Z,MD-04,Line-D,Assembly,70.63,3.53,8.37,120.96,47.1,9.4
2026-01-21T14:00:00Z,MA-01,Line-A,Press,73.11,3.3,9.47,93.84,29.1,40.9
2026-01-21T14:00:00Z,MA-02,Line-A,Press,53.12,4.13,10.6,102.09,42.5,42.1
2026-01-21T14:00:00Z,MA-03,Line-A,Press,77.66,4.05,8.6,118.89,10.4,33.0
2026-01-21T14:00:00Z,MA-04,Line-A,Press,67.09,4.33,9.25,119.34,35.8,38.6
2026-01-21T14:00:00Z,MB-01,Line-B,CNC,71.23,1.91,7.71,129.27,33.7,38.5
2026-01-21T14:00:00Z,MB-02,Line-B,CNC,63.2,3.44,8.21,124.27,13.4,42.9
2026-01-21T14:00:00Z,MB-03,Line-B,CNC,68.88,1.4,10.23,102.46,17.0,40.6
2026-01-21T14:00:00Z,MB-04,Line-B,CNC,70.19,3.77,7.76,123.96,6.9,10.4
2026-01-21T14:00:00Z,MC-01,Line-C,HeatTreat,67.17,3.66,7.37,107.63,6.4,57.0
2026-01-21T14:00:00Z,MC-02,Line-C,HeatTreat,72.46,5.25,7.62,98.3,33.9,5.4
2026-01-21T14:00:00Z,MC-03,Line-C,HeatTreat,67.66,4.21,7.16,123.57,15.0,59.5
2026-01-21T14:00:00Z,MC-04,Line-C,HeatTreat,69.91,1.4,7.84,105.98,31.3,30.3
2026-01-21T14:00:00Z,MD-01,Line-D,Assembly,74.09,4.4,7.98,99.56,10.1,73.7
2026-01-21T14:00:00Z,MD-02,Line-D,Assembly,65.32,3.88,7.43,127.19,23.9,26.4
2026-01-21T14:00:00Z,MD-03,Line-D,Assembly,79.88,3.84,8.09,122.0,21.7,41.3
2026-01-21T14:00:00Z,MD-04,Line-D,Assembly,73.44,5.16,6.82,91.42,42.5,6.5
2026-01-21T15:00:00Z,MA-01,Line-A,Press,66.7,5.51,7.63,105.15,31.5,31.2
2026-01-21T15:00:00Z,MA-02,Line-A,Press,60.29,1.93,7.33,112.9,22.0,60.2
2026-01-21T15:00:00Z,MA-03,Line-A,Press,62.23,4.08,8.55,121.77,12.6,39.4
2026-01-21T15:00:00Z,MA-04,Line-A,Press,68.25,3.52,8.05,100.81,25.5,68.6
2026-01-21T15:00:00Z,MB-01,Line-B,CNC,65.96,2.86,7.98,127.19,11.5,65.7
2026-01-21T15:00:00Z,MB-02,Line-B,CNC,67.78,3.03,8.75,112.05,21.3,36.3
2026-01-21T15:00:00Z,MB-03,Line-B,CNC,72.76,3.42,7.57,136.86,30.9,66.0
2026-01-21T15:00:00Z,MB-04,Line-B,CNC,65.43,4.72,7.69,104.93,44.9,20.8
2026-01-21T15:00:00Z,MC-01,Line-C,HeatTreat,72.77,1.4,11.0,112.42,26.8,45.5
2026-01-21T15:00:00Z,MC-02,Line-C,HeatTreat,67.36,4.11,8.98,94.41,40.7,58.9
2026-01-21T15:00:00Z,MC-03,Line-C,HeatTreat,75.52,5.48,7.02,92.72,15.7,33.0
2026-01-21T15:00:00Z,MC-04,Line-C,HeatTreat,68.56,3.97,8.32,95.37,20.1,64.6
2026-01-21T15:00:00Z,MD-01,Line-D,Assembly,72.0,5.75,9.25,115.49,32.1,13.1
2026-01-21T15:00:00Z,MD-02,Line-D,Assembly,69.14,1.81,9.34,107.52,13.7,53.5
2026-01-21T15:00:00Z,MD-03,Line-D,Assembly,67.49,1.46,8.41,120.26,21.9,22.5
2026-01-21T15:00:00Z,MD-04,Line-D,Assembly,66.51,3.97,8.08,120.47,31.2,29.4
2026-01-21T16:00:00Z,MA-01,Line-A,Press,74.0,4.13,8.1,127.62,33.3,64.8
2026-01-21T16:00:00Z,MA-02,Line-A,Press,73.73,4.92,9.01,82.09,12.8,77.5
2026-01-21T16:00:00Z,MA-03,Line-A,Press,68.15,5.2,6.94,103.31,43.2,30.6
2026-01-21T16:00:00Z,MA-04,Line-A,Press,70.03,6.45,9.1,139.28,11.8,35.8
2026-01-21T16:00:00Z,MB-01,Line-B,CNC,72.26,4.67,9.12,124.46,29.7,28.7
2026-01-21T16:00:00Z,MB-02,Line-B,CNC,63.99,5.11,7.61,74.72,43.5,26.8
2026-01-21T16:00:00Z,MB-03,Line-B,CNC,72.46,4.1,7.71,141.13,19.9,47.9
2026-01-21T16:00:00Z,MB-04,Line-B,CNC,73.05,2.68,10.02,130.97,25.6,46.0
2026-01-21T16:00:00Z,MC-01,Line-C,HeatTreat,83.42,6.7,8.25,91.1,7.8,71.6
2026-01-21T16:00:00Z,MC-02,Line-C,HeatTreat,77.08,4.07,9.23,109.84,33.7,48.5
2026-01-21T16:00:00Z,MC-03,Line-C,HeatTreat,64.7,3.88,7.22,120.39,47.1,68.7
2026-01-21T16:00:00Z,MC-04,Line-C,HeatTreat,75.36,3.37,8.85,109.75,17.1,21.3
2026-01-21T16:00:00Z,MD-01,Line-D,Assembly,69.77,5.17,9.94,109.33,31.7,52.0
2026-01-21T16:00:00Z,MD-02,Line-D,Assembly,73.66,5.93,9.11,94.26,15.7,53.1
2026-01-21T16:00:00Z,MD-03,Line-D,Assembly,63.44,1.46,7.57,134.51,11.9,77.2
2026-01-21T16:00:00Z,MD-04,Line-D,Assembly,70.19,4.07,9.15,92.87,2,60.3
2026-01-21T17:00:00Z,MA-01,Line-A,Press,64.93,1.99,8.49,91.76,29.7,46.8
2026-01-21T17:00:00Z,MA-02,Line-A,Press,68.49,5.28,8.72,131.44,14.1,58.0
2026-01-21T17:00:00Z,MA-03,Line-A,Press,71.15,3.51,7.63,130.25,18.3,5.4
2026-01-21T17:00:00Z,MA-04,Line-A,Press,74.5,4.63,7.32,104.56,23.5,50.3
2026-01-21T17:00:00Z,MB-01,Line-B,CNC,68.84,3.0,7.53,125.26,31.9,0
2026-01-21T17:00:00Z,MB-02,Line-B,CNC,70.44,4.32,8.65,105.7,2.7,45.0
2026-01-21T17:00:00Z,MB-03,Line-B,CNC,76.85,3.57,6.42,130.6,5.8,56.2
2026-01-21T17:00:00Z,MB-04,Line-B,CNC,66.64,1.66,8.93,134.59,23.8,69.8
2026-01-21T17:00:00Z,MC-01,Line-C,HeatTreat,74.5,4.3,8.23,128.98,15.8,77.0
2026-01-21T17:00:00Z,MC-02,Line-C,HeatTreat,75.48,4.07,7.97,126.66,13.0,38.6
2026-01-21T17:00:00Z,MC-03,Line-C,HeatTreat,85.62,4.7,10.01,118.43,13.2,65.3
2026-01-21T17:00:00Z,MC-04,Line-C,HeatTreat,69.53,3.36,9.9,113.07,22.2,38.3
2026-01-21T17:00:00Z,MD-01,Line-D,Assembly,73.0,4.62,6.82,108.97,18.2,46.3
2026-01-21T17:00:00Z,MD-02,Line-D,Assembly,62.5,4.11,8.23,124.13,34.1,25.6
2026-01-21T17:00:00Z,MD-03,Line-D,Assembly,70.1,5.56,8.6,129.35,35.8,24.1
2026-01-21T17:00:00Z,MD-04,Line-D,Assembly,72.56,2.74,9.45,88.76,18.3,66.2
2026-01-21T18:00:00Z,MA-01,Line-A,Press,71.47,5.08,7.5,114.01,39.4,75.2
2026-01-21T18:00:00Z,MA-02,Line-A,Press,66.93,2.73,7.32,110.65,36.3,51.9
2026-01-21T18:00:00Z,MA-03,Line-A,Press,59.09,3.25,7.68,147.47,18.6,52.2
2026-01-21T18:00:00Z,MA-04,Line-A,Press,71.01,3.95,8.35,134.3,22.8,31.8
2026-01-21T18:00:00Z,MB-01,Line-B,CNC,78.41,2.54,8.62,124.56,32.8,49.7
2026-01-21T18:00:00Z,MB-02,Line-B,CNC,73.58,2.67,8.28,137.64,30.1,66.9
2026-01-21T18:00:00Z,MB-03,Line-B,CNC,78.58,6.39,8.33,151.76,1,81.3
2026-01-21T18:00:00Z,MB-04,Line-B,CNC,81.03,4.74,5.81,109.27,20.5,49.5
2026-01-21T18:00:00Z,MC-01,Line-C,HeatTreat,67.65,5.38,9.01,138.11,31.4,60.1
2026-01-21T18:00:00Z,MC-02,Line-C,HeatTreat,71.84,6.04,8.19,106.81,11.4,26.7
2026-01-21T18:00:00Z,MC-03,Line-C,HeatTreat,65.25,2.47,8.76,128.41,22.8,51.4
2026-01-21T18:00:00Z,MC-04,Line-C,HeatTreat,67.9,2.54,9.19,89.52,41.2,20.0
2026-01-21T18:00:00Z,MD-01,Line-D,Assembly,66.56,1.91,7.72,104.45,43.5,41.4
2026-01-21T18:00:00Z,MD-02,Line-D,Assembly,68.42,6.18,9.17,140.1,44.0,57.4
2026-01-21T18:00:00Z,MD-03,Line-D,Assembly,74.37,4.03,8.92,117.11,3.8,62.2
2026-01-21T18:00:00Z,MD-04,Line-D,Assembly,67.18,5.4,8.08,101.62,3.3,20.3
2026-01-21T19:00:00Z,MA-01,Line-A,Press,69.35,1.4,8.87,112.7,23.6,44.6
2026-01-21T19:00:00Z,MA-02,Line-A,Press,84.24,5.17,8.96,95.47,1,100
2026-01-21T19:00:00Z,MA-03,Line-A,Press,79.24,3.63,7.93,108.64,20.3,72.2
2026-01-21T19:00:00Z,MA-04,Line-A,Press,71.96,6.15,9.96,131.32,31.1,62.6
2026-01-21T19:00:00Z,MB-01,Line-B,CNC,66.2,4.65,7.8,114.29,50.4,26.1
2026-01-21T19:00:00Z,MB-02,Line-B,CNC,61.07,3.46,8.05,65.9,25.3,41.7
2026-01-21T19:00:00Z,MB-03,Line-B,CNC,70.93,4.0,10.0,117.04,40.7,62.4
2026-01-21T19:00:00Z,MB-04,Line-B,CNC,59.76,3.95,7.23,122.63,7.1,21.7
2026-01-21T19:00:00Z,MC-01,Line-C,HeatTreat,72.72,3.91,8.33,129.91,25.8,42.5
2026-01-21T19:00:00Z,MC-02,Line-C,HeatTreat,65.65,1.99,9.31,118.17,21.9,29.1
2026-01-21T19:00:00Z,MC-03,Line-C,HeatTreat,83.48,2.13,8.36,120.42,39.5,37.6
2026-01-21T19:00:00Z,MC-04,Line-C,HeatTreat,67.86,5.74,8.13,140.46,34.4,17.5
2026-01-21T19:00:00Z,MD-01,Line-D,Assembly,71.37,3.42,7.65,118.16,18.5,14.2
2026-01-21T19:00:00Z,MD-02,Line-D,Assembly,72.45,7.72,7.34,131.67,21.0,46.5
2026-01-21T19:00:00Z,MD-03,Line-D,Assembly,79.07,2.58,8.0,109.69,27.5,62.3
2026-01-21T19:00:00Z,MD-04,Line-D,Assembly,72.04,4.18,8.34,98.52,28.0,89.9
2026-01-21T20:00:00Z,MA-01,Line-A,Press,72.65,3.0,7.72,132.26,30.8,21.9
2026-01-21T20:00:00Z,MA-02,Line-A,Press,74.92,2.88,8.52,77.46,32.1,27.5
2026-01-21T20:00:00Z,MA-03,Line-A,Press,68.37,3.37,5.55,117.07,30.6,29.6
2026-01-21T20:00:00Z,MA-04,Line-A,Press,64.24,1.4,9.14,96.2,32.7,49.3
2026-01-21T20:00:00Z,MB-01,Line-B,CNC,79.64,7.47,9.28,106.23,11.2,94.3
2026-01-21T20:00:00Z,MB-02,Line-B,CNC,71.67,3.42,8.91,136.77,32.3,61.9
2026-01-21T20:00:00Z,MB-03,Line-B,CNC,66.77,2.79,6.59,102.91,20.8,50.2
2026-01-21T20:00:00Z,MB-04,Line-B,CNC,66.6,3.32,8.13,124.56,19.2,48.6
2026-01-21T20:00:00Z,MC-01,Line-C,HeatTreat,66.32,2.63,8.15,134.55,30.4,30.3
2026-01-21T20:00:00Z,MC-02,Line-C,HeatTreat,70.82,3.78,8.89,115.58,14.2,0
2026-01-21T20:00:00Z,MC-03,Line-C,HeatTreat,70.01,4.83,8.0,113.44,24.4,71.7
2026-01-21T20:00:00Z,MC-04,Line-C,HeatTreat,74.63,1.4,7.18,106.68,33.7,28.9
2026-01-21T20:00:00Z,MD-01,Line-D,Assembly,60.07,3.04,8.94,131.49,35.9,47.8
2026-01-21T20:00:00Z,MD-02,Line-D,Assembly,69.16,4.29,9.4,123.02,47.4,50.4
2026-01-21T20:00:00Z,MD-03,Line-D,Assembly,65.95,2.15,8.27,116.69,25.6,48.0
2026-01-21T20:00:00Z,MD-04,Line-D,Assembly,62.5,3.23,6.87,133.98,45.5,44.7
2026-01-21T21:00:00Z,MA-01,Line-A,Press,70.01,4.33,6.46,106.61,31.4,59.4
2026-01-21T21:00:00Z,MA-02,Line-A,Press,65.79,4.04,9.24,105.56,10.9,54.7
2026-01-21T21:00:00Z,MA-03,Line-A,Press,72.44,4.75,7.12,125.59,32.4,0
2026-01-21T21:00:00Z,MA-04,Line-A,Press,74.25,2.93,8.01,102.41,35.4,31.6
2026-01-21T21:00:00Z,MB-01,Line-B,CNC,70.65,3.15,8.4,101.57,15.5,37.6
2026-01-21T21:00:00Z,MB-02,Line-B,CNC,69.17,3.63,10.2,111.18,2.4,15.3
2026-01-21T21:00:00Z,MB-03,Line-B,CNC,77.42,4.05,8.35,112.29,18.4,35.3
2026-01-21T21:00:00Z,MB-04,Line-B,CNC,57.31,4.14,10.25,113.02,29.7,26.9
2026-01-21T21:00:00Z,MC-01,Line-C,HeatTreat,68.15,2.04,6.68,84.71,24.4,26.6
2026-01-21T21:00:00Z,MC-02,Line-C,HeatTreat,83.19,8.43,7.11,148.34,22.2,68.8
2026-01-21T21:00:00Z,MC-03,Line-C,HeatTreat,74.79,3.21,7.8,157.44,2,50.1
2026-01-21T21:00:00Z,MC-04,Line-C,HeatTreat,75.8,5.17,6.33,141.72,31.0,43.7
2026-01-21T21:00:00Z,MD-01,Line-D,Assembly,64.6,1.5,9.22,113.24,12.1,72.0
2026-01-21T21:00:00Z,MD-02,Line-D,Assembly,73.55,3.93,7.86,142.23,39.2,56.4
2026-01-21T21:00:00Z,MD-03,Line-D,Assembly,74.58,3.53,7.55,113.49,13.5,82.1
2026-01-21T21:00:00Z,MD-04,Line-D,Assembly,75.51,3.62,7.51,110.69,46.8,0
2026-01-21T22:00:00Z,MA-01,Line-A,Press,68.52,1.96,9.16,99.84,29.0,36.5
2026-01-21T22:00:00Z,MA-02,Line-A,Press,70.49,3.57,7.15,138.73,23.4,36.6
2026-01-21T22:00:00Z,MA-03,Line-A,Press,70.57,4.23,8.99,92.31,33.7,30.4
2026-01-21T22:00:00Z,MA-04,Line-A,Press,68.38,5.01,8.03,84.63,34.0,69.6
2026-01-21T22:00:00Z,MB-01,Line-B,CNC,67.99,2.3,8.99,90.54,25.4,29.3
2026-01-21T22:00:00Z,MB-02,Line-B,CNC,70.5,3.36,7.39,143.36,2,28.4
2026-01-21T22:00:00Z,MB-03,Line-B,CNC,73.3,2.91,9.31,133.93,37.5,28.4
2026-01-21T22:00:00Z,MB-04,Line-B,CNC,74.41,3.62,9.2,109.35,37.1,70.3
2026-01-21T22:00:00Z,MC-01,Line-C,HeatTreat,80.54,3.73,8.67,123.07,36.0,2.1
2026-01-21T22:00:00Z,MC-02,Line-C,HeatTreat,89.36,8.15,8.33,143.63,2.8,69.3
2026-01-21T22:00:00Z,MC-03,Line-C,HeatTreat,67.82,6.49,9.76,120.85,24.3,2.0
2026-01-21T22:00:00Z,MC-04,Line-C,HeatTreat,79.57,5.08,7.2,95.07,21.9,49.7
2026-01-21T22:00:00Z,MD-01,Line-D,Assembly,69.04,1.4,9.64,86.55,28.9,60.2
2026-01-21T22:00:00Z,MD-02,Line-D,Assembly,73.52,3.42,9.31,129.87,57.2,31.8
2026-01-21T22:00:00Z,MD-03,Line-D,Assembly,64.42,5.86,6.46,126.43,31.7,46.8
2026-01-21T22:00:00Z,MD-04,Line-D,Assembly,66.68,3.08,7.93,104.69,36.3,54.5
2026-01-21T23:00:00Z,MA-01,Line-A,Press,73.63,3.29,9.75,109.55,26.4,19.2
2026-01-21T23:00:00Z,MA-02,Line-A,Press,68.47,2.23,7.3,126.31,14.7,44.3
2026-01-21T23:00:00Z,MA-03,Line-A,Press,75.71,5.35,8.54,136.75,36.9,23.2
2026-01-21T23:00:00Z,MA-04,Line-A,Press,74.2,6.03,6.5,139.38,48.8,31.6
2026-01-21T23:00:00Z,MB-01,Line-B,CNC,57.88,3.94,8.32,147.84,29.4,43.4
2026-01-21T23:00:00Z,MB-02,Line-B,CNC,71.57,3.95,9.15,121.12,40.2,34.1
2026-01-21T23:00:00Z,MB-03,Line-B,CNC,62.85,1.4,9.06,116.62,18.3,32.9
2026-01-21T23:00:00Z,MB-04,Line-B,CNC,73.57,6.09,9.4,143.42,31.7,34.9
2026-01-21T23:00:00Z,MC-01,Line-C,HeatTreat,77.77,1.4,9.39,128.23,36.1,56.8
2026-01-21T23:00:00Z,MC-02,Line-C,HeatTreat,62.21,2.76,6.97,97.03,4.8,27.8
2026-01-21T23:00:00Z,MC-03,Line-C,HeatTreat,70.59,2.33,9.86,114.63,17.9,52.7
2026-01-21T23:00:00Z,MC-04,Line-C,HeatTreat,73.59,7.32,6.75,141.6,4.2,57.4
2026-01-21T23:00:00Z,MD-01,Line-D,Assembly,71.34,4.34,6.87,121.53,27.9,21.0
2026-01-21T23:00:00Z,MD-02,Line-D,Assembly,72.48,1.4,7.05,105.28,27.8,75.2
2026-01-21T23:00:00Z,MD-03,Line-D,Assembly,65.51,3.26,9.36,103.68,30.1,48.0
2026-01-21T23:00:00Z,MD-04,Line-D,Assembly,71.64,3.86,8.03,121.25,35.8,33.0
2026-01-22T00:00:00Z,MA-01,Line-A,Press,73.38,6.27,7.67,107.11,41.1,22.9
2026-01-22T00:00:00Z,MA-02,Line-A,Press,68.5,3.9,8.43,117.56,42.0,40.0
2026-01-22T00:00:00Z,MA-03,Line-A,Press,64.59,1.84,7.26,101.23,34.6,68.5
2026-01-22T00:00:00Z,MA-04,Line-A,Press,67.41,3.31,8.81,106.56,12.5,39.3
2026-01-22T00:00:00Z,MB-01,Line-B,CNC,67.16,3.55,9.43,125.89,15.5,15.9
2026-01-22T00:00:00Z,MB-02,Line-B,CNC,63.01,3.98,9.4,83.83,12.4,39.6
2026-01-22T00:00:00Z,MB-03,Line-B,CNC,73.74,6.9,6.47,128.7,23.0,41.8
2026-01-22T00:00:00Z,MB-04,Line-B,CNC,65.71,4.4,9.08,119.66,30.1,65.7
2026-01-22T00:00:00Z,MC-01,Line-C,HeatTreat,74.17,2.81,7.59,109.94,12.5,67.3
2026-01-22T00:00:00Z,MC-02,Line-C,HeatTreat,75.53,6.65,9.03,111.22,27.2,11.4
2026-01-22T00:00:00Z,MC-03,Line-C,HeatTreat,57.42,4.79,8.66,102.66,29.3,40.6
2026-01-22T00:00:00Z,MC-04,Line-C,HeatTreat,66.36,1.4,7.34,116.61,32.5,11.6
2026-01-22T00:00:00Z,MD-01,Line-D,Assembly,67.46,5.22,8.93,97.82,33.0,65.9
2026-01-22T00:00:00Z,MD-02,Line-D,Assembly,59.22,5.18,8.11,120.99,36.2,62.0
2026-01-22T00:00:00Z,MD-03,Line-D,Assembly,75.9,4.8,8.08,108.56,3.9,24.6
2026-01-22T00:00:00Z,MD-04,Line-D,Assembly,73.16,2.71,8.91,107.95,20.9,59.5
2026-01-22T01:00:00Z,MA-01,Line-A,Press,74.44,5.53,9.56,107.03,24.8,77.9
2026-01-22T01:00:00Z,MA-02,Line-A,Press,77.41,2.84,9.59,146.77,31.2,74.2
